5	1	8.167802	9.309359	-4.641053	-9.062239
13	1	-2.735945	-5.964271	-6.531133	-6.700834
16	1	-1.675601	-11.802334	6.745711	6.763363
43	1	-7.003608	-9.922957	7.186972	4.814764
55	1	-5.322920	-11.171630	7.577941	9.094254
58	1	-4.579645	-7.050398	7.407701	8.456467
68	1	8.704403	7.017393	-13.449843	-6.447651
82	1	-9.608166	-10.638971	7.479277	6.179255
85	1	8.625710	6.247341	-9.846744	-4.710504
98	1	7.858676	7.506840	-10.450725	-5.330890
111	1	-3.325869	-2.955722	-10.053430	-8.290465
121	1	-0.472264	-8.121138	5.469224	8.533924
125	1	-6.403140	-7.693176	6.123858	-4.015807
127	1	-8.658989	-10.658893	9.170946	7.846865
144	1	9.284737	7.760827	-9.291824	-2.957251
145	1	5.885562	7.808077	-13.920342	-5.484222
150	1	-5.215824	-10.369942	8.967568	5.221944
152	1	-2.536123	-9.164065	8.626444	8.803997
159	1	-1.708266	-9.575679	5.487457	9.197816
162	1	-10.850771	-9.340150	4.815161	3.274818
170	1	-6.252792	0.911983	2.036351	-0.346606
178	1	-9.877635	-10.473422	9.183657	8.102477
179	1	6.907991	-2.173853	3.085257	8.408619
196	1	6.263844	7.624190	-8.670134	-7.013795
223	1	-0.137097	-10.488770	5.957219	8.834455
235	1	7.370455	6.451554	-17.359459	-1.004692
239	1	9.264642	6.498567	-7.306054	-11.352223
246	1	-0.833435	-2.359584	-3.719937	-7.638272
256	1	-6.322505	-10.139215	9.827425	5.545489
260	1	6.653816	7.209317	-10.432856	-5.594222
261	1	5.719393	8.821976	-11.205846	-7.642999
276	1	-6.452203	-6.153982	8.573852	6.749237
295	1	8.295674	7.225757	-16.118680	-8.177179
309	1	7.658972	6.906653	-6.126297	-3.918123
313	1	6.021381	6.878140	-6.509243	-8.921814
314	1	7.424063	6.948010	-9.676296	-3.573844
317	1	-10.683620	-0.033995	-4.153363	-7.773911
322	1	6.895752	6.486569	-4.508837	-4.877151
341	1	7.000115	7.075844	-8.159701	-6.818556
358	1	-6.510410	-4.490763	-2.187103	-5.990785
374	1	-7.995210	-7.395916	-3.304966	-9.283299
383	1	-3.679785	-12.475143	6.538842	7.461592
404	1	-5.795992	-12.321923	5.203763	6.970517
414	1	6.296647	7.634251	-17.788409	-1.645761
441	1	-4.540870	-10.791408	6.469840	9.683665
449	1	5.783346	6.435529	-10.159785	-2.524742
461	1	7.262842	9.456439	-10.570174	-7.973372
468	1	9.039077	6.580153	-7.227447	-7.498726
469	1	7.506187	6.730351	-13.392537	-8.712259
476	1	-7.209573	-6.836021	7.470514	8.691181
480	1	-3.894138	-9.723041	6.679276	8.953785
487	1	-5.388959	-8.635311	-2.583977	-1.908634
495	1	7.762751	7.831266	-9.653828	-7.980630
512	1	7.207241	5.505974	-11.977261	-7.060438
547	1	8.868119	6.925769	-10.415248	-9.844418
561	1	7.529285	6.371925	-7.355823	-7.786028
562	1	8.884162	6.064960	-15.907889	-4.706792
563	1	-5.399915	-9.402261	6.972210	9.358585
565	1	5.701427	6.366880	-14.603527	-1.661784
570	1	-0.702973	-6.551998	7.017167	7.824591
574	1	-2.957018	-8.609569	6.552527	8.232046
578	1	9.595011	5.514445	-9.463221	-5.612938
581	1	-5.975345	-11.539350	5.062925	9.551273
587	1	4.103581	5.657778	-3.959162	-7.124416
591	1	6.743310	7.439796	2.831367	-4.629853
611	1	-9.391269	-7.946050	8.656762	7.426296
615	1	8.586550	6.208653	-8.868783	-6.312567
630	1	9.715974	8.438415	-6.280547	-5.792818
639	1	7.641540	7.635279	-9.729183	-5.361620
658	1	6.827043	6.547608	-9.236802	-8.199356
666	1	6.829732	-4.679529	2.509867	7.232640
671	1	-4.471235	-10.084561	7.846008	8.932024
673	1	-2.913238	-1.265828	-4.135107	-4.654230
688	1	-2.140888	5.678754	-4.716785	-4.302730
697	1	8.203547	4.885618	-10.063475	-5.978820
701	1	-7.760345	-5.388723	7.095906	4.503284
706	1	-7.735227	-0.972528	8.976846	6.576717
734	1	7.245145	7.680053	-12.886033	-8.046687
735	1	-5.576075	-1.465204	-0.931825	-3.641283
737	1	-4.493363	-14.101518	8.211799	8.497142
745	1	6.964232	5.884004	5.310885	6.584948
752	1	-5.547366	-14.047149	5.662541	6.963483
753	1	-5.289036	-13.616045	6.552779	7.967782
775	1	-2.631306	-10.795760	8.307802	6.351766
782	1	-9.074303	-12.361439	7.374325	6.772704
787	1	5.978820	7.908071	-8.273635	-6.659922
793	1	8.005727	6.580287	-11.754605	-6.315294
803	1	-4.157445	-15.270940	6.514937	7.922567
824	1	5.478154	6.222438	-13.847219	-7.591850
828	1	-6.650239	-12.103783	6.174420	7.188604
830	1	-3.762537	-9.590924	6.031088	6.330359
847	1	-4.573479	-8.632650	6.209688	7.962044
854	1	6.433493	7.969317	-11.043140	-4.202989
855	1	-7.394460	-12.714052	6.548274	5.839886
861	1	-7.099147	-7.099661	8.786963	7.635317
866	1	5.947443	8.334675	-12.906388	-9.379343
867	1	-8.957731	-8.375481	6.906325	6.492307
877	1	-7.225416	-9.891441	7.085688	6.357412
881	1	-6.874939	-6.985985	-7.918641	0.644184
893	1	6.345452	7.885335	-11.103257	-2.833671
896	1	-3.139485	-11.103689	7.077427	7.672520
903	1	6.137268	9.560612	-8.253736	-6.847788
914	1	6.552786	8.361414	-6.256797	-6.361510
926	1	7.194604	8.185312	-13.792546	-3.647736
934	1	8.532007	8.658568	-10.543051	-4.899260
945	1	9.291838	8.122134	-8.553769	-4.412429
956	1	8.148895	2.898030	3.662129	7.004375
973	1	-2.701540	-8.192939	5.961281	7.636838
976	1	-7.624304	-6.269227	6.578446	7.584560
