1	3	92.226843	64.103448	33.238444	60.431682	0.353730	0.592057	0.361437	0.233254	4.590943	6.000000	71.936567	17.544728	3.000000	12.046224	13.269466	2.000000	84.599254	20.799174	1.000000	0.015509	1.239410	4.000000	91.424964	22.193208	5.000000	23.330087	7.406350	4.000000	0.026879	4.920429	5.000000	86.028476	3.845966	5.000000	17.118309	1.522457	2.000000	67.549634
2	4	41.653071	78.848110	88.903325	86.844385	0.568970	0.210528	0.501165	0.993139	2.349084	4.000000	79.503986	4.656143	4.000000	51.896810	20.830698	1.000000	39.618050	15.955330	3.000000	0.024275	4.491198	3.000000	39.656860	19.842836	6.000000	32.657479	4.959061	6.000000	0.043676	2.966159	1.000000	42.974778	2.402528	4.000000	34.094213	10.456345	6.000000	79.551000
3	3	90.797363	97.009746	14.640918	90.042360	0.459911	0.810461	0.293492	0.339315	4.123649	6.000000	69.580745	13.325337	3.000000	30.030305	18.959396	1.000000	30.687268	7.566897	2.000000	0.012736	1.339758	6.000000	80.270130	21.168696	3.000000	26.789757	5.462721	4.000000	0.010986	5.107971	6.000000	11.462402	4.703531	5.000000	63.406978	15.296861	2.000000	92.220893
4	2	68.830603	74.907142	90.383648	99.582754	0.833520	0.264843	0.249321	0.971902	1.260727	5.000000	98.936677	3.063099	4.000000	6.285379	7.992820	1.000000	34.650723	21.720999	6.000000	0.022134	2.089627	5.000000	6.085502	22.390043	4.000000	37.194507	6.772334	4.000000	0.021517	5.683656	3.000000	77.638190	3.914257	3.000000	33.352850	14.245862	5.000000	98.548766
5	1	41.430798	75.419256	88.653746	3.850175	0.144067	0.118836	0.223660	0.505535	0.237437	6.000000	29.797227	6.402534	3.000000	99.790765	3.975035	2.000000	74.369805	14.557978	1.000000	0.018518	0.089502	5.000000	63.318482	7.038556	5.000000	6.445975	21.722984	2.000000	0.016774	2.341902	1.000000	79.720376	1.119606	2.000000	74.099141	19.758831	6.000000	60.084156
6	3	64.179476	69.600921	91.387536	70.997696	0.808233	0.207031	0.551255	0.802474	0.610358	5.000000	19.531435	20.124513	1.000000	77.496936	5.731364	5.000000	85.106729	11.365763	4.000000	0.220084	3.204844	1.000000	80.865102	11.090676	5.000000	24.745753	11.499389	4.000000	0.029079	0.918232	3.000000	77.676753	0.855721	1.000000	16.790886	19.674140	5.000000	94.187162
7	2	61.515439	12.916604	32.621283	49.099660	0.492453	0.381070	0.310851	0.417031	2.062179	6.000000	50.937527	15.206921	5.000000	47.008667	16.162803	5.000000	19.481726	2.196469	5.000000	0.010374	1.890198	1.000000	24.247044	16.745557	1.000000	25.082078	5.691801	6.000000	0.070423	1.573375	5.000000	89.645713	0.343465	1.000000	87.863202	23.942439	1.000000	61.218079
8	3	14.302298	70.352137	9.366934	47.822565	0.476349	0.823790	0.953947	0.354246	2.818640	5.000000	30.181151	12.586185	2.000000	11.212274	10.365177	3.000000	5.641808	17.585161	6.000000	0.010928	2.457985	1.000000	89.980440	12.763637	5.000000	27.986095	13.687219	5.000000	0.010090	4.086477	2.000000	80.434109	2.420840	5.000000	2.441905	6.176618	6.000000	67.560672
9	2	7.066657	40.769594	88.869515	95.175146	0.487413	0.962206	0.602735	0.933858	3.886234	4.000000	39.334671	13.231204	6.000000	76.789778	23.956215	5.000000	30.138251	6.754910	1.000000	0.051787	1.128768	1.000000	68.169831	20.673666	2.000000	71.760748	17.304305	2.000000	0.030133	2.962946	2.000000	24.831875	5.428142	5.000000	41.606646	20.398742	3.000000	28.295701
10	4	89.445414	57.326703	46.580211	32.545717	0.835959	0.808080	0.993615	0.501030	5.675144	5.000000	41.670349	9.655467	6.000000	79.456195	20.232285	6.000000	86.545718	23.927225	3.000000	0.010760	1.913080	5.000000	3.073495	22.119573	4.000000	87.537870	20.720347	1.000000	0.024772	0.835463	5.000000	91.164351	4.960170	1.000000	84.110170	13.335636	2.000000	57.169628
11	3	34.726047	78.090974	45.399886	46.975098	0.466406	0.849943	0.811093	0.607042	3.739773	4.000000	13.432160	17.079236	2.000000	69.781226	21.377352	3.000000	29.384069	12.330163	2.000000	0.046447	2.098906	4.000000	68.682035	15.876389	5.000000	27.336383	23.704042	5.000000	0.027835	2.304038	2.000000	64.434441	3.199568	2.000000	52.363521	12.999365	5.000000	82.095444
12	4	77.595509	89.981369	10.652881	60.433529	0.226227	0.612168	0.669560	0.974127	1.954224	2.000000	31.412742	2.385884	6.000000	23.152636	4.109233	6.000000	97.969631	1.342330	5.000000	0.015754	0.453672	4.000000	44.941661	7.612238	3.000000	59.759465	23.906294	6.000000	0.011959	0.805131	2.000000	75.549940	0.419566	5.000000	11.961515	1.358327	1.000000	45.055665
13	1	17.530631	77.527162	45.293047	17.263700	0.790579	0.694115	0.717431	0.671689	1.669391	1.000000	14.920061	13.237212	2.000000	11.225600	22.148847	5.000000	73.061121	13.041232	2.000000	0.091116	3.866918	5.000000	95.446609	23.884932	1.000000	61.788551	3.190343	6.000000	0.014066	4.420756	4.000000	96.806180	4.386166	1.000000	34.392749	23.535753	1.000000	87.081388
14	3	46.607169	36.313784	21.906001	47.040306	0.967460	0.488139	0.822139	0.844157	4.660865	2.000000	59.421793	8.219021	2.000000	55.350180	13.889176	3.000000	73.372381	14.435889	6.000000	0.027925	5.223795	1.000000	52.051324	2.274571	4.000000	72.519272	12.440538	2.000000	0.073841	3.698452	3.000000	30.265204	2.249996	6.000000	45.607967	4.299446	1.000000	13.372078
15	3	29.625584	17.906731	34.061848	31.304084	0.833511	0.865745	0.236313	0.370353	5.407019	4.000000	84.859087	10.046280	5.000000	1.012716	19.974728	1.000000	83.711253	0.876976	2.000000	0.013854	5.205460	3.000000	63.836653	17.459409	6.000000	40.062369	7.435904	1.000000	0.038268	0.983645	4.000000	8.682805	5.174277	1.000000	53.407976	14.879044	3.000000	28.341934
16	1	51.619395	37.195929	95.915592	44.335666	0.460682	0.911147	0.893774	0.391254	2.105114	3.000000	17.778822	22.776555	6.000000	20.133290	7.497396	6.000000	93.893034	7.758271	6.000000	0.010876	0.860859	4.000000	16.888461	1.479287	6.000000	63.700349	9.912122	5.000000	0.026518	0.103473	4.000000	86.637948	5.847218	3.000000	12.061721	4.723333	1.000000	82.599611
17	2	42.499810	85.086497	25.879410	15.821986	0.475099	0.264542	0.241580	0.407106	3.024789	2.000000	53.835158	14.060887	1.000000	39.543325	5.949214	1.000000	8.076704	6.552175	4.000000	0.047247	5.601177	1.000000	59.089046	21.011556	6.000000	90.545450	5.279168	1.000000	0.013607	4.673875	1.000000	58.595643	4.258975	4.000000	99.618025	8.254046	1.000000	99.045021
18	2	18.957503	24.526671	13.417042	7.115284	0.123750	0.158793	0.164865	0.956470	4.193104	6.000000	8.696918	9.584250	5.000000	83.030735	9.823902	4.000000	26.316235	12.623735	4.000000	0.010003	0.454746	2.000000	57.310258	23.390259	5.000000	66.053196	0.397688	1.000000	0.011295	5.841805	5.000000	36.040630	3.567513	6.000000	23.453286	15.233206	1.000000	31.881199
19	4	20.443121	72.258562	96.466536	75.504900	0.555996	0.541406	0.548311	0.896763	4.702651	1.000000	63.477449	22.268019	6.000000	51.775796	3.562207	2.000000	11.216966	14.768533	3.000000	0.010367	2.060478	2.000000	54.435297	13.456344	1.000000	77.125892	18.728873	4.000000	0.023297	5.784713	5.000000	15.256746	0.458648	2.000000	21.374543	23.916544	4.000000	11.249664
20	3	64.388009	93.262208	36.302258	85.337950	0.731801	0.585912	0.762919	0.663063	1.561098	4.000000	67.117225	4.797363	6.000000	41.747414	16.313277	6.000000	91.793251	14.607876	4.000000	0.055645	5.629272	5.000000	89.056853	9.264117	2.000000	97.392344	8.198962	2.000000	0.048229	0.586386	3.000000	91.293707	2.213887	2.000000	19.059636	9.187754	1.000000	4.160061
